06/01/1980,06:59:43,00.000000,000.000000,1,2,17
10/03/2024,13:44:31,00.000000,000.000000,-1,1,16
10/03/2024,13:44:37,00.000000,000.000000,0,0,15
10/03/2024,13:44:43,00.000000,000.000000,0,0,15
10/03/2024,13:44:50,00.000000,000.000000,0,0,16
10/03/2024,13:44:56,00.000000,000.000000,6,-5,13
10/03/2024,13:45:02,00.000000,000.000000,0,0,-16
10/03/2024,13:45:08,00.000000,000.000000,0,0,-16
10/03/2024,13:45:16,00.000000,000.000000,0,0,-16
10/03/2024,13:45:22,21.088953,105.904327,0,0,-16
10/03/2024,13:45:29,21.088928,105.904296,0,0,-16
10/03/2024,13:45:35,21.088949,105.904296,0,0,-16
10/03/2024,13:45:42,21.088935,105.904281,0,0,-16
10/03/2024,13:45:48,21.088932,105.904266,0,0,-16
10/03/2024,13:45:54,21.088949,105.904266,0,0,-16
10/03/2024,13:46:00,21.088953,105.904266,0,0,-16
10/03/2024,13:46:06,21.088949,105.904266,0,0,-16
10/03/2024,13:46:13,21.088960,105.904228,0,0,-16
10/03/2024,13:46:19,21.088972,105.904212,0,0,-16
10/03/2024,13:46:25,21.088968,105.904212,0,0,-16
10/03/2024,13:46:31,21.088960,105.904228,0,0,-16
10/03/2024,13:46:38,21.088968,105.904266,0,0,-16
10/03/2024,13:46:44,21.088968,105.904312,0,0,-16
10/03/2024,13:46:50,21.088964,105.904327,0,0,-16
10/03/2024,13:46:56,21.088956,105.904296,0,0,-16
10/03/2024,13:47:02,21.088924,105.904281,0,0,-16
10/03/2024,13:47:09,21.088920,105.904281,0,0,-16
10/03/2024,13:47:15,21.088949,105.904296,0,0,-16
10/03/2024,13:47:21,21.088964,105.904296,0,0,-16
10/03/2024,13:47:27,21.088977,105.904296,0,0,-16
10/03/2024,13:47:33,21.089010,105.904327,0,0,-16
10/03/2024,13:47:40,21.089029,105.904327,0,0,-16
10/03/2024,13:47:46,21.089067,105.904327,0,0,-16
10/03/2024,13:47:52,21.089082,105.904327,0,0,-16
10/03/2024,13:47:58,21.089078,105.904312,0,0,-16
10/03/2024,13:48:05,21.089075,105.904327,0,0,-16
10/03/2024,13:48:11,21.089086,105.904327,0,0,-16
10/03/2024,13:48:17,21.089075,105.904312,0,0,-16
10/03/2024,13:48:23,21.089050,105.904281,0,0,-16
10/03/2024,13:48:29,21.089054,105.904266,0,0,-16
10/03/2024,13:48:36,21.089067,105.904281,0,0,-16
10/03/2024,13:48:42,21.089046,105.904251,0,0,-16
10/03/2024,13:48:48,21.089071,105.904266,0,0,-16
10/03/2024,13:48:54,21.089071,105.904266,0,0,-16
10/03/2024,13:49:00,21.089082,105.904251,0,0,-16
10/03/2024,13:49:07,21.089078,105.904228,0,0,-16
10/03/2024,13:49:13,21.089061,105.904212,0,0,-16
10/03/2024,13:49:19,21.089033,105.904182,0,0,-16
10/03/2024,13:49:25,21.089025,105.904167,0,0,-16
10/03/2024,13:49:32,21.089042,105.904228,0,0,-16
10/03/2024,13:49:38,21.089061,105.904251,0,0,-16
10/03/2024,13:49:44,21.089103,105.904266,0,0,-16
10/03/2024,13:49:50,21.089136,105.904281,0,0,-16
10/03/2024,13:49:56,21.089172,105.904266,0,0,-16
10/03/2024,13:50:03,21.089183,105.904197,0,0,-16
10/03/2024,13:50:09,21.089172,105.904167,0,0,-16
10/03/2024,13:50:15,21.089168,105.904151,0,0,-16
10/03/2024,13:50:21,21.089132,105.904151,0,0,-16
10/03/2024,13:50:27,21.089147,105.904151,0,0,-16
10/03/2024,13:50:34,21.089172,105.904167,0,0,-16
10/03/2024,13:50:40,21.089216,105.904182,0,0,-16
10/03/2024,13:50:46,21.089143,105.904121,0,0,-16
10/03/2024,13:50:52,21.089075,105.904083,0,0,-16
10/03/2024,13:50:59,21.089017,105.904067,0,0,-16
10/03/2024,13:51:05,21.089078,105.904083,0,0,-16
10/03/2024,13:51:11,21.089078,105.904098,0,0,-16
10/03/2024,13:51:17,21.089107,105.904167,0,0,-16
10/03/2024,13:51:23,21.089179,105.904197,0,0,-16
10/03/2024,13:51:30,21.089229,105.904197,0,0,-16
10/03/2024,13:51:36,21.089200,105.904228,0,0,-16
10/03/2024,13:51:42,21.089160,105.904228,0,0,-16
10/03/2024,13:51:48,21.089139,105.904197,0,0,-16
10/03/2024,13:51:55,21.089071,105.904212,0,0,-16
10/03/2024,13:52:01,21.088981,105.904251,0,0,-16
10/03/2024,13:52:07,21.088989,105.904228,0,0,-16
10/03/2024,13:52:13,21.089033,105.904251,0,0,-16
10/03/2024,13:52:19,21.089050,105.904182,0,0,-16
10/03/2024,13:52:26,21.089061,105.904197,0,0,-16
10/03/2024,13:52:32,21.089094,105.904197,0,0,-16
10/03/2024,13:52:38,21.089139,105.904251,0,0,-16
10/03/2024,13:52:44,21.089107,105.904212,0,0,-16
10/03/2024,13:52:51,21.089082,105.904197,0,0,-16
10/03/2024,13:52:57,21.089061,105.904182,0,0,-16
10/03/2024,13:53:03,21.089038,105.904121,0,0,-16
10/03/2024,13:53:09,21.089057,105.904098,0,0,-16
10/03/2024,13:53:15,21.089067,105.904121,0,0,-16
10/03/2024,13:53:22,21.089029,105.904167,0,0,-16
10/03/2024,13:53:28,21.088972,105.904098,0,0,-16
10/03/2024,13:53:34,21.088964,105.904151,0,0,-16
10/03/2024,13:53:40,21.088945,105.904228,0,0,-16
10/03/2024,13:53:46,21.088899,105.904327,0,0,-16
10/03/2024,13:53:53,21.088891,105.904342,0,0,-16
10/03/2024,13:53:59,21.088891,105.904342,0,0,-16
10/03/2024,13:54:05,21.088899,105.904365,0,0,-16
10/03/2024,13:54:11,21.088945,105.904342,0,0,-16
10/03/2024,13:54:18,21.088993,105.904266,0,0,-16
10/03/2024,13:54:24,21.089046,105.904281,0,0,-16
10/03/2024,13:54:30,21.089078,105.904312,0,0,-16
10/03/2024,13:54:36,21.089111,105.904266,0,0,-16
10/03/2024,13:54:42,21.089099,105.904212,0,0,-16
10/03/2024,13:54:49,21.089090,105.904228,0,0,-16
10/03/2024,13:54:55,21.089103,105.904251,0,0,-16
10/03/2024,13:55:01,21.089147,105.904228,0,0,-16
10/03/2024,13:55:07,21.089107,105.904098,0,0,-16
10/03/2024,13:55:14,21.088977,105.904052,0,0,-16
10/03/2024,13:55:20,21.088867,105.904052,0,0,-16
10/03/2024,13:55:26,21.088817,105.904052,0,0,-16
10/03/2024,13:55:32,21.088830,105.904052,0,0,-16
10/03/2024,13:55:38,21.088838,105.904052,0,0,-16
10/03/2024,13:55:45,21.088888,105.904098,0,0,-16
10/03/2024,13:55:51,21.088935,105.904136,0,0,-16
10/03/2024,13:55:57,21.088972,105.904136,0,0,-16
10/03/2024,13:56:03,21.088945,105.904067,0,0,-16
10/03/2024,13:56:09,21.088953,105.904083,0,0,-16
10/03/2024,13:56:16,21.088985,105.904151,0,0,-16
10/03/2024,13:56:22,21.088996,105.904151,0,0,-16
10/03/2024,13:56:28,21.089017,105.904167,0,0,-16
10/03/2024,13:56:34,21.089025,105.904212,0,0,-16
10/03/2024,13:56:41,21.089042,105.904212,0,0,-16
10/03/2024,13:56:47,21.089078,105.904251,0,0,-16
10/03/2024,13:56:53,21.089090,105.904251,0,0,-16
10/03/2024,13:56:59,21.089086,105.904266,0,0,-16
