Index,Lat,Lon,UTC,time
6005,21.00852783,105.8498242,2305:476931.000,28:33.0
6006,21.0085285,105.8498278,2305:476931.050,28:33.0
6007,21.008529,105.8498315,2305:476931.100,28:33.1
6008,21.0085295,105.849835,2305:476931.150,28:33.1
6009,21.00853,105.8498385,2305:476931.200,28:33.2
6010,21.00853033,105.849842,2305:476931.250,28:33.2
6011,21.008531,105.8498455,2305:476931.300,28:33.3
6012,21.0085315,105.8498492,2305:476931.350,28:33.3
6013,21.008532,105.8498527,2305:476931.400,28:33.4
6014,21.0085325,105.8498562,2305:476931.450,28:33.4
6015,21.008533,105.8498597,2305:476931.500,28:33.5
6016,21.00853333,105.8498632,2305:476931.550,28:33.5
6017,21.00853383,105.8498665,2305:476931.600,28:33.6
6018,21.0085345,105.84987,2305:476931.650,28:33.6
6019,21.00853483,105.8498735,2305:476931.700,28:33.7
6020,21.0085355,105.8498768,2305:476931.750,28:33.7
6021,21.008536,105.8498802,2305:476931.800,28:33.8
6022,21.00853633,105.8498837,2305:476931.850,28:33.8
6023,21.00853683,105.849887,2305:476931.900,28:33.9
6024,21.00853733,105.8498903,2305:476931.950,28:33.9
6025,21.00853783,105.8498935,2305:476932.000,28:34.0
6026,21.00853833,105.8498968,2305:476932.050,28:34.0
6027,21.00853867,105.8499002,2305:476932.100,28:34.1
6028,21.00853917,105.8499033,2305:476932.150,28:34.1
6029,21.00853967,105.8499065,2305:476932.200,28:34.2
6030,21.00854017,105.8499097,2305:476932.250,28:34.2
6031,21.0085405,105.8499127,2305:476932.300,28:34.3
6032,21.008541,105.849916,2305:476932.350,28:34.3
6033,21.00854133,105.8499192,2305:476932.400,28:34.4
6034,21.00854183,105.8499222,2305:476932.450,28:34.5
6035,21.00854217,105.8499253,2305:476932.500,28:34.5
6036,21.00854267,105.8499285,2305:476932.550,28:34.5
6037,21.00854333,105.8499317,2305:476932.600,28:34.6
6038,21.00854367,105.8499348,2305:476932.650,28:34.6
6039,21.00854417,105.849938,2305:476932.700,28:34.7
6040,21.0085445,105.849941,2305:476932.750,28:34.7
6041,21.008545,105.8499442,2305:476932.800,28:34.8
6042,21.0085455,105.8499472,2305:476932.850,28:34.8
6043,21.00854583,105.8499503,2305:476932.900,28:34.9
6044,21.00854633,105.8499535,2305:476932.950,28:34.9
6045,21.0085465,105.8499563,2305:476933.000,28:35.0
6046,21.00854667,105.8499593,2305:476933.050,28:35.0
6047,21.00854717,105.8499623,2305:476933.100,28:35.1
6048,21.00854733,105.8499652,2305:476933.150,28:35.2
6049,21.00854783,105.8499683,2305:476933.200,28:35.2
6050,21.0085485,105.8499715,2305:476933.250,28:35.2
6051,21.00854867,105.8499747,2305:476933.300,28:35.3
6052,21.008549,105.8499777,2305:476933.350,28:35.3
6053,21.0085495,105.8499808,2305:476933.400,28:35.4
6054,21.00855,105.8499838,2305:476933.450,28:35.4
6055,21.00855067,105.849987,2305:476933.500,28:35.5
6056,21.00855083,105.8499902,2305:476933.550,28:35.5
6057,21.00855133,105.8499933,2305:476933.600,28:35.6
6058,21.00855183,105.8499962,2305:476933.650,28:35.6
6059,21.00855233,105.8499993,2305:476933.700,28:35.7
6060,21.00855283,105.8500025,2305:476933.750,28:35.7
6061,21.00855333,105.8500055,2305:476933.800,28:35.8
6062,21.00855383,105.8500085,2305:476933.850,28:35.8
6063,21.00855417,105.8500117,2305:476933.900,28:35.9
6064,21.0085545,105.8500147,2305:476933.950,28:35.9
6065,21.00855483,105.8500178,2305:476934.000,28:36.0
6066,21.00855533,105.8500207,2305:476934.050,28:36.0
6067,21.00855617,105.8500268,2305:476934.150,28:36.1
6068,21.00855633,105.8500298,2305:476934.200,28:36.2
6069,21.00855683,105.8500325,2305:476934.250,28:36.2
6070,21.00855717,105.8500355,2305:476934.300,28:36.3
6071,21.0085575,105.8500385,2305:476934.350,28:36.3
6072,21.00855783,105.8500412,2305:476934.400,28:36.4
6073,21.00855833,105.850044,2305:476934.450,28:36.4
6074,21.00855883,105.8500468,2305:476934.500,28:36.5
6075,21.00855917,105.8500495,2305:476934.550,28:36.5
6076,21.0085595,105.850052,2305:476934.600,28:36.6
6077,21.00855983,105.8500547,2305:476934.650,28:36.7
6078,21.00856017,105.8500572,2305:476934.700,28:36.7
6079,21.00856083,105.8500622,2305:476934.800,28:36.8
6080,21.00856117,105.8500645,2305:476934.850,28:36.8
6081,21.0085615,105.8500668,2305:476934.900,28:36.9
6082,21.00856183,105.8500693,2305:476934.950,28:36.9
6083,21.00856217,105.8500717,2305:476935.000,28:37.0
6084,21.0085625,105.8500738,2305:476935.050,28:37.0
6085,21.00856267,105.8500762,2305:476935.100,28:37.1
6086,21.008563,105.8500785,2305:476935.150,28:37.1
6087,21.00856333,105.8500807,2305:476935.200,28:37.2
6088,21.00856367,105.850083,2305:476935.250,28:37.2
6089,21.008564,105.8500852,2305:476935.300,28:37.3
6090,21.00856433,105.8500873,2305:476935.350,28:37.4
6091,21.0085645,105.8500897,2305:476935.400,28:37.4
6092,21.00856483,105.850092,2305:476935.450,28:37.4
6093,21.00856517,105.8500942,2305:476935.500,28:37.5
6094,21.00856533,105.8500963,2305:476935.550,28:37.5
6095,21.00856583,105.8500983,2305:476935.600,28:37.6
6096,21.00856617,105.8501005,2305:476935.650,28:37.6
6097,21.0085665,105.8501028,2305:476935.700,28:37.7
6098,21.00856667,105.8501048,2305:476935.750,28:37.7
6099,21.008567,105.8501068,2305:476935.800,28:37.8
6100,21.00856733,105.850109,2305:476935.850,28:37.8
6101,21.0085675,105.8501112,2305:476935.900,28:37.9
6102,21.00856783,105.8501132,2305:476935.950,28:37.9
6103,21.00856783,105.8501152,2305:476936.000,28:38.0
6104,21.00856817,105.850117,2305:476936.050,28:38.0
6105,21.00856833,105.8501192,2305:476936.100,28:38.1
6106,21.00856867,105.8501213,2305:476936.150,28:38.1
6107,21.008569,105.8501233,2305:476936.200,28:38.2
6108,21.00856933,105.8501253,2305:476936.250,28:38.2
6109,21.0085695,105.8501273,2305:476936.300,28:38.3
6110,21.00856983,105.8501293,2305:476936.350,28:38.3
6111,21.00857,105.8501313,2305:476936.400,28:38.4
6112,21.00857033,105.8501333,2305:476936.450,28:38.4
6113,21.00857067,105.8501355,2305:476936.500,28:38.5
6114,21.00857067,105.8501377,2305:476936.550,28:38.5
6115,21.00857083,105.8501398,2305:476936.600,28:38.6
6116,21.00857133,105.850142,2305:476936.650,28:38.6
6117,21.0085715,105.8501443,2305:476936.700,28:38.7
6118,21.0085715,105.8501467,2305:476936.750,28:38.7
6119,21.008572,105.8501488,2305:476936.800,28:38.8
6120,21.0085725,105.8501512,2305:476936.850,28:38.8
6121,21.0085725,105.8501535,2305:476936.900,28:38.9
6122,21.00857267,105.8501562,2305:476936.950,28:38.9
6123,21.00857317,105.8501585,2305:476937.000,28:39.0
6124,21.0085735,105.850161,2305:476937.050,28:39.0
6125,21.00857383,105.8501633,2305:476937.100,28:39.1
6126,21.00857417,105.8501658,2305:476937.150,28:39.1
6127,21.00857467,105.8501683,2305:476937.200,28:39.2
6128,21.008575,105.8501708,2305:476937.250,28:39.2
6129,21.00857533,105.8501735,2305:476937.300,28:39.3
6130,21.00857567,105.850176,2305:476937.350,28:39.3
6131,21.00857617,105.8501787,2305:476937.400,28:39.4
6132,21.00857617,105.8501813,2305:476937.450,28:39.4
6133,21.0085765,105.8501838,2305:476937.500,28:39.5
6134,21.00857683,105.8501865,2305:476937.550,28:39.6
6135,21.00857717,105.8501893,2305:476937.600,28:39.6
6136,21.00857733,105.8501922,2305:476937.650,28:39.6
6137,21.00857767,105.850195,2305:476937.700,28:39.7
6138,21.00857833,105.8501977,2305:476937.750,28:39.7
6139,21.00857883,105.8502003,2305:476937.800,28:39.8
6140,21.00857917,105.850203,2305:476937.850,28:39.8
6141,21.00857967,105.8502058,2305:476937.900,28:39.9
6142,21.00858,105.8502087,2305:476937.950,28:39.9
6143,21.00858,105.8502117,2305:476938.000,28:40.0
6144,21.00858033,105.8502147,2305:476938.050,28:40.0
6145,21.00858067,105.8502175,2305:476938.100,28:40.1
6146,21.00858117,105.8502203,2305:476938.150,28:40.1
6147,21.0085815,105.8502233,2305:476938.200,28:40.2
6148,21.00858183,105.8502263,2305:476938.250,28:40.2
6149,21.00858233,105.8502295,2305:476938.300,28:40.3
6150,21.00858233,105.8502327,2305:476938.350,28:40.3
6151,21.00858267,105.8502357,2305:476938.400,28:40.4
6152,21.00858267,105.8502387,2305:476938.450,28:40.4
6153,21.00858283,105.8502417,2305:476938.500,28:40.5
6154,21.00858317,105.8502448,2305:476938.550,28:40.5
6155,21.00858367,105.8502482,2305:476938.600,28:40.6
6156,21.00858383,105.8502512,2305:476938.650,28:40.6
6157,21.00858417,105.8502543,2305:476938.700,28:40.7
6158,21.0085845,105.8502577,2305:476938.750,28:40.7
6159,21.0085845,105.8502608,2305:476938.800,28:40.8
6160,21.00858433,105.850264,2305:476938.850,28:40.8
6161,21.0085845,105.8502673,2305:476938.900,28:40.9
6162,21.00858483,105.8502707,2305:476938.950,28:40.9
6163,21.00858517,105.850274,2305:476939.000,28:41.0
6164,21.00858533,105.8502775,2305:476939.050,28:41.0
6165,21.00858583,105.8502808,2305:476939.100,28:41.1
6166,21.00858617,105.8502843,2305:476939.150,28:41.1
6167,21.00858633,105.8502877,2305:476939.200,28:41.2
6168,21.00858683,105.850291,2305:476939.250,28:41.2
6169,21.00858717,105.8502943,2305:476939.300,28:41.3
6170,21.00858733,105.8502977,2305:476939.350,28:41.3
6171,21.00858783,105.850301,2305:476939.400,28:41.4
6172,21.00858817,105.8503045,2305:476939.450,28:41.4
6173,21.0085885,105.850308,2305:476939.500,28:41.5
6174,21.00858883,105.8503113,2305:476939.550,28:41.5
6175,21.00858917,105.8503148,2305:476939.600,28:41.6
6176,21.00858983,105.850318,2305:476939.650,28:41.6
6177,21.00859017,105.8503213,2305:476939.700,28:41.7
6178,21.00859017,105.8503247,2305:476939.750,28:41.8
6179,21.0085905,105.8503282,2305:476939.800,28:41.8
6180,21.008591,105.8503315,2305:476939.850,28:41.8
6181,21.00859133,105.8503348,2305:476939.900,28:41.9
6182,21.00859167,105.8503382,2305:476939.950,28:41.9
6183,21.00859167,105.8503417,2305:476940.000,28:42.0
6184,21.008592,105.850345,2305:476940.050,28:42.0
6185,21.00859233,105.8503482,2305:476940.100,28:42.1
6186,21.00859283,105.8503513,2305:476940.150,28:42.1
6187,21.00859317,105.8503547,2305:476940.200,28:42.2
6188,21.0085935,105.850358,2305:476940.250,28:42.2
6189,21.00859383,105.8503613,2305:476940.300,28:42.3
6190,21.008594,105.8503645,2305:476940.350,28:42.3
6191,21.00859433,105.850368,2305:476940.400,28:42.4
6192,21.00859483,105.850371,2305:476940.450,28:42.5
6193,21.00859517,105.8503742,2305:476940.500,28:42.5
6194,21.00859533,105.8503773,2305:476940.550,28:42.5
6195,21.0085955,105.8503807,2305:476940.600,28:42.6
6196,21.00859567,105.850384,2305:476940.650,28:42.6
6197,21.008596,105.8503872,2305:476940.700,28:42.7
6198,21.00859633,105.8503902,2305:476940.750,28:42.7
6199,21.00859667,105.8503933,2305:476940.800,28:42.8
6200,21.008597,105.8503967,2305:476940.850,28:42.8
6201,21.00859717,105.8503998,2305:476940.900,28:42.9
6202,21.0085975,105.8504032,2305:476940.950,28:42.9
6203,21.00859783,105.8504063,2305:476941.000,28:43.0
6204,21.00859817,105.8504095,2305:476941.050,28:43.0
6205,21.00859833,105.8504127,2305:476941.100,28:43.1
6206,21.0085985,105.8504157,2305:476941.150,28:43.1
6207,21.0085985,105.850419,2305:476941.200,28:43.2
6208,21.00859833,105.8504222,2305:476941.250,28:43.2
6209,21.0085985,105.8504253,2305:476941.300,28:43.3
6210,21.008599,105.8504283,2305:476941.350,28:43.3
6211,21.00859917,105.8504317,2305:476941.400,28:43.4
6212,21.0085995,105.8504348,2305:476941.450,28:43.4
6213,21.00859967,105.8504377,2305:476941.500,28:43.5
6214,21.00859983,105.850441,2305:476941.550,28:43.5
6215,21.00860017,105.8504442,2305:476941.600,28:43.6
6216,21.00860033,105.8504472,2305:476941.650,28:43.6
6217,21.00860017,105.8504503,2305:476941.700,28:43.7
6218,21.0086,105.8504537,2305:476941.750,28:43.7
6219,21.00860033,105.8504568,2305:476941.800,28:43.8
6220,21.0086005,105.8504598,2305:476941.850,28:43.8
6221,21.00860067,105.8504628,2305:476941.900,28:43.9
6222,21.00860083,105.850466,2305:476941.950,28:43.9
6223,21.00860117,105.850469,2305:476942.000,28:44.0
6224,21.0086015,105.850472,2305:476942.050,28:44.0
6225,21.00860183,105.850475,2305:476942.100,28:44.1
6226,21.008602,105.8504782,2305:476942.150,28:44.1
6227,21.00860233,105.8504813,2305:476942.200,28:44.2
6228,21.0086025,105.8504842,2305:476942.250,28:44.2
6229,21.00860283,105.8504872,2305:476942.300,28:44.3
6230,21.00860267,105.8504903,2305:476942.350,28:44.3
6231,21.008603,105.8504932,2305:476942.400,28:44.4
6232,21.00860317,105.8504962,2305:476942.450,28:44.4
6233,21.00860333,105.8504993,2305:476942.500,28:44.5
6234,21.0086035,105.8505025,2305:476942.550,28:44.5
6235,21.0086035,105.8505055,2305:476942.600,28:44.6
6236,21.00860333,105.8505085,2305:476942.650,28:44.7
6237,21.0086035,105.8505115,2305:476942.700,28:44.7
6238,21.00860383,105.8505147,2305:476942.750,28:44.7
6239,21.008604,105.8505178,2305:476942.800,28:44.8
6240,21.00860433,105.850521,2305:476942.850,28:44.8
6241,21.0086045,105.850524,2305:476942.900,28:44.9
6242,21.00860483,105.850527,2305:476942.950,28:44.9
6243,21.008605,105.8505298,2305:476943.000,28:45.0
6244,21.00860533,105.8505332,2305:476943.050,28:45.0
6245,21.00860567,105.8505393,2305:476943.150,28:45.1
6246,21.0086055,105.8505425,2305:476943.200,28:45.2
6247,21.00860567,105.8505455,2305:476943.250,28:45.2
6248,21.00860583,105.8505488,2305:476943.300,28:45.3
6249,21.008606,105.8505522,2305:476943.350,28:45.3
6250,21.00860617,105.8505553,2305:476943.400,28:45.4
6251,21.00860617,105.8505585,2305:476943.450,28:45.4
6252,21.0086065,105.8505615,2305:476943.500,28:45.5
6253,21.00860667,105.8505648,2305:476943.550,28:45.5
6254,21.00860683,105.850568,2305:476943.600,28:45.6
6255,21.00860683,105.8505713,2305:476943.650,28:45.6
6256,21.008607,105.8505745,2305:476943.700,28:45.7
6257,21.00860717,105.8505777,2305:476943.750,28:45.7
6258,21.00860733,105.8505808,2305:476943.800,28:45.8
6259,21.00860733,105.8505842,2305:476943.850,28:45.8
6260,21.0086075,105.8505877,2305:476943.900,28:45.9
6261,21.00860767,105.850591,2305:476943.950,28:45.9
6262,21.00860783,105.8505943,2305:476944.000,28:46.0
6263,21.008608,105.8505977,2305:476944.050,28:46.0
6264,21.00860817,105.8506008,2305:476944.100,28:46.1
6265,21.00860833,105.8506042,2305:476944.150,28:46.1
6266,21.0086085,105.8506075,2305:476944.200,28:46.2
6267,21.00860867,105.850611,2305:476944.250,28:46.2
6268,21.008609,105.8506145,2305:476944.300,28:46.3
6269,21.00860917,105.8506178,2305:476944.350,28:46.3
6270,21.00860933,105.8506213,2305:476944.400,28:46.4
6271,21.0086095,105.8506247,2305:476944.450,28:46.4
6272,21.00860967,105.8506282,2305:476944.500,28:46.5
6273,21.00861,105.8506317,2305:476944.550,28:46.5
6274,21.00861017,105.850635,2305:476944.600,28:46.6
6275,21.00861067,105.8506385,2305:476944.650,28:46.6
6276,21.00861083,105.850642,2305:476944.700,28:46.7
6277,21.008611,105.8506455,2305:476944.750,28:46.7
6278,21.00861133,105.850649,2305:476944.800,28:46.8
6279,21.0086115,105.8506523,2305:476944.850,28:46.9
6280,21.00861167,105.8506558,2305:476944.900,28:46.9
6281,21.008612,105.8506593,2305:476944.950,28:46.9
6282,21.00861217,105.8506628,2305:476945.000,28:47.0
6283,21.00861233,105.8506667,2305:476945.050,28:47.0
6284,21.0086125,105.85067,2305:476945.100,28:47.1
6285,21.00861267,105.8506735,2305:476945.150,28:47.1
6286,21.00861267,105.850677,2305:476945.200,28:47.2
6287,21.00861283,105.8506805,2305:476945.250,28:47.2
6288,21.00861317,105.8506838,2305:476945.300,28:47.3
6289,21.00861333,105.8506875,2305:476945.350,28:47.3
6290,21.0086135,105.8506908,2305:476945.400,28:47.4
6291,21.00861367,105.8506942,2305:476945.450,28:47.4
6292,21.00861383,105.8506977,2305:476945.500,28:47.5
6293,21.00861417,105.850701,2305:476945.550,28:47.6
6294,21.00861433,105.8507043,2305:476945.600,28:47.6
6295,21.0086145,105.8507077,2305:476945.650,28:47.6
6296,21.00861467,105.850711,2305:476945.700,28:47.7
6297,21.00861483,105.8507143,2305:476945.750,28:47.7
6298,21.00861483,105.8507178,2305:476945.800,28:47.8
6299,21.008615,105.850721,2305:476945.850,28:47.8
6300,21.00861517,105.8507243,2305:476945.900,28:47.9
6301,21.00861533,105.8507277,2305:476945.950,28:47.9
6302,21.0086155,105.850731,2305:476946.000,28:48.0
6303,21.00861567,105.8507343,2305:476946.050,28:48.0
6304,21.008616,105.8507412,2305:476946.150,28:48.1
6305,21.00861617,105.8507445,2305:476946.200,28:48.2
6306,21.00861617,105.8507478,2305:476946.250,28:48.2
6307,21.00861633,105.8507512,2305:476946.300,28:48.3
6308,21.0086165,105.8507547,2305:476946.350,28:48.3
6309,21.00861667,105.850758,2305:476946.400,28:48.4
6310,21.00861667,105.8507615,2305:476946.450,28:48.4
6311,21.00861683,105.850765,2305:476946.500,28:48.5
6312,21.00861683,105.8507687,2305:476946.550,28:48.5
6313,21.008617,105.850772,2305:476946.600,28:48.6
6314,21.00861717,105.8507757,2305:476946.650,28:48.6
6315,21.00861717,105.8507792,2305:476946.700,28:48.7
6316,21.00861717,105.8507827,2305:476946.750,28:48.7
6317,21.008617,105.8507863,2305:476946.800,28:48.8
6318,21.00861717,105.8507898,2305:476946.850,28:48.8
6319,21.00861717,105.8507933,2305:476946.900,28:48.9
6320,21.00861733,105.850797,2305:476946.950,28:48.9
6321,21.0086175,105.8508007,2305:476947.000,28:49.0
6322,21.0086175,105.8508042,2305:476947.050,28:49.0
6323,21.00861767,105.8508078,2305:476947.100,28:49.1
6324,21.00861767,105.8508115,2305:476947.150,28:49.1
6325,21.00861783,105.8508152,2305:476947.200,28:49.2
6326,21.008618,105.8508188,2305:476947.250,28:49.2
6327,21.008618,105.8508223,2305:476947.300,28:49.3
6328,21.008618,105.850826,2305:476947.350,28:49.3
6329,21.00861817,105.8508297,2305:476947.400,28:49.4
6330,21.00861833,105.8508332,2305:476947.450,28:49.4
6331,21.00861833,105.8508368,2305:476947.500,28:49.5
6332,21.0086185,105.8508405,2305:476947.550,28:49.5
6333,21.00861867,105.8508443,2305:476947.600,28:49.6
6334,21.00861883,105.850848,2305:476947.650,28:49.6
6335,21.00861867,105.8508517,2305:476947.700,28:49.7
6336,21.00861883,105.8508552,2305:476947.750,28:49.8
6337,21.00861883,105.850859,2305:476947.800,28:49.8
6338,21.00861917,105.8508627,2305:476947.850,28:49.8
6339,21.00861917,105.8508665,2305:476947.900,28:49.9
6340,21.00861917,105.8508702,2305:476947.950,28:49.9
6341,21.00861933,105.8508738,2305:476948.000,28:50.0
6342,21.00861933,105.8508775,2305:476948.050,28:50.0
6343,21.0086195,105.8508812,2305:476948.100,28:50.1
6344,21.0086195,105.8508848,2305:476948.150,28:50.1
6345,21.0086195,105.8508883,2305:476948.200,28:50.2
6346,21.0086195,105.8508918,2305:476948.250,28:50.2
6347,21.00861967,105.8508957,2305:476948.300,28:50.3
6348,21.00861967,105.8508993,2305:476948.350,28:50.3
6349,21.00861983,105.8509028,2305:476948.400,28:50.4
6350,21.00862,105.8509065,2305:476948.450,28:50.4
6351,21.00861983,105.85091,2305:476948.500,28:50.5
6352,21.00861983,105.8509137,2305:476948.550,28:50.5
6353,21.00861983,105.8509172,2305:476948.600,28:50.6
6354,21.00862,105.8509207,2305:476948.650,28:50.6
6355,21.00862,105.8509242,2305:476948.700,28:50.7
6356,21.00862,105.8509278,2305:476948.750,28:50.7
6357,21.00861983,105.8509315,2305:476948.800,28:50.8
6358,21.00861983,105.850935,2305:476948.850,28:50.8
6359,21.00861983,105.8509383,2305:476948.900,28:50.9
6360,21.00861983,105.8509418,2305:476948.950,28:50.9
6361,21.00862,105.8509453,2305:476949.000,28:51.0
6362,21.00861983,105.8509488,2305:476949.050,28:51.0
6363,21.00862,105.8509522,2305:476949.100,28:51.1
6364,21.00862,105.8509557,2305:476949.150,28:51.1
6365,21.00862,105.8509588,2305:476949.200,28:51.2
6366,21.00862,105.8509623,2305:476949.250,28:51.2
6367,21.00862,105.8509657,2305:476949.300,28:51.3
6368,21.00862,105.8509688,2305:476949.350,28:51.3
6369,21.00862017,105.8509722,2305:476949.400,28:51.4
6370,21.00862017,105.8509757,2305:476949.450,28:51.4
6371,21.00862,105.8509788,2305:476949.500,28:51.5
6372,21.00862,105.8509823,2305:476949.550,28:51.5
6373,21.00862,105.8509857,2305:476949.600,28:51.6
6374,21.00861983,105.8509888,2305:476949.650,28:51.6
6375,21.00862,105.8509922,2305:476949.700,28:51.7
6376,21.00862,105.8509955,2305:476949.750,28:51.7
6377,21.00862,105.8509988,2305:476949.800,28:51.8
6378,21.00862,105.8510022,2305:476949.850,28:51.8
6379,21.00862,105.8510057,2305:476949.900,28:51.9
6380,21.00861983,105.851009,2305:476949.950,28:52.0
6381,21.00862,105.8510123,2305:476950.000,28:52.0
6382,21.00861983,105.8510158,2305:476950.050,28:52.0
6383,21.00861983,105.8510192,2305:476950.100,28:52.1
6384,21.00861983,105.8510227,2305:476950.150,28:52.1
6385,21.00861983,105.851026,2305:476950.200,28:52.2
6386,21.00861967,105.8510293,2305:476950.250,28:52.2
6387,21.00861967,105.8510328,2305:476950.300,28:52.3
6388,21.00861967,105.8510363,2305:476950.350,28:52.3
6389,21.00861967,105.8510397,2305:476950.400,28:52.4
6390,21.00861967,105.8510432,2305:476950.450,28:52.4
6391,21.00861967,105.8510465,2305:476950.500,28:52.5
6392,21.0086195,105.8510498,2305:476950.550,28:52.5
6393,21.0086195,105.8510533,2305:476950.600,28:52.6
6394,21.0086195,105.8510568,2305:476950.650,28:52.7
6395,21.00861967,105.8510602,2305:476950.700,28:52.7
6396,21.0086195,105.8510635,2305:476950.750,28:52.7
6397,21.0086195,105.851067,2305:476950.800,28:52.8
6398,21.0086195,105.8510705,2305:476950.850,28:52.8
6399,21.00861967,105.8510737,2305:476950.900,28:52.9
6400,21.00861967,105.8510772,2305:476950.950,28:52.9
6401,21.00861967,105.8510803,2305:476951.000,28:53.0
6402,21.0086195,105.8510837,2305:476951.050,28:53.0
6403,21.0086195,105.8510868,2305:476951.100,28:53.1
6404,21.0086195,105.8510902,2305:476951.150,28:53.1
6405,21.0086195,105.8510933,2305:476951.200,28:53.2
6406,21.0086195,105.8510965,2305:476951.250,28:53.2
6407,21.0086195,105.8510998,2305:476951.300,28:53.3
6408,21.0086195,105.851103,2305:476951.350,28:53.3
6409,21.0086195,105.8511063,2305:476951.400,28:53.4
6410,21.00861933,105.8511093,2305:476951.450,28:53.4
6411,21.00861917,105.8511125,2305:476951.500,28:53.5
6412,21.00861917,105.8511157,2305:476951.550,28:53.5
6413,21.00861917,105.8511187,2305:476951.600,28:53.6
6414,21.00861917,105.8511218,2305:476951.650,28:53.6
6415,21.00861917,105.8511247,2305:476951.700,28:53.7
6416,21.00861917,105.8511278,2305:476951.750,28:53.7
6417,21.00861917,105.8511308,2305:476951.800,28:53.8
6418,21.00861933,105.8511338,2305:476951.850,28:53.8
6419,21.00861917,105.8511368,2305:476951.900,28:53.9
6420,21.008619,105.8511397,2305:476951.950,28:53.9
6421,21.008619,105.8511425,2305:476952.000,28:54.0
6422,21.008619,105.8511455,2305:476952.050,28:54.0
6423,21.00861883,105.8511515,2305:476952.150,28:54.2
6424,21.00861883,105.8511545,2305:476952.200,28:54.2
6425,21.00861883,105.8511573,2305:476952.250,28:54.2
6426,21.00861883,105.8511602,2305:476952.300,28:54.3
6427,21.008619,105.8511632,2305:476952.350,28:54.3
6428,21.00861883,105.8511662,2305:476952.400,28:54.4
6429,21.00861883,105.8511688,2305:476952.450,28:54.4
6430,21.00861867,105.8511718,2305:476952.500,28:54.5
6431,21.00861867,105.8511747,2305:476952.550,28:54.5
6432,21.00861867,105.8511775,2305:476952.600,28:54.6
6433,21.00861867,105.8511802,2305:476952.650,28:54.6
6434,21.00861867,105.8511832,2305:476952.700,28:54.7
6435,21.00861867,105.851186,2305:476952.750,28:54.7
6436,21.00861867,105.851189,2305:476952.800,28:54.8
6437,21.00861867,105.8511917,2305:476952.850,28:54.9
6438,21.00861867,105.8511947,2305:476952.900,28:54.9
6439,21.0086185,105.8511975,2305:476952.950,28:54.9
6440,21.0086185,105.8512003,2305:476953.000,28:55.0
6441,21.0086185,105.851203,2305:476953.050,28:55.0
6442,21.00861867,105.8512058,2305:476953.100,28:55.1
6443,21.00861867,105.8512088,2305:476953.150,28:55.1
6444,21.00861867,105.8512117,2305:476953.200,28:55.2
6445,21.00861867,105.8512147,2305:476953.250,28:55.2
6446,21.00861867,105.8512177,2305:476953.300,28:55.3
6447,21.00861867,105.8512205,2305:476953.350,28:55.3
6448,21.00861867,105.8512233,2305:476953.400,28:55.4
6449,21.00861867,105.8512265,2305:476953.450,28:55.4
6450,21.00861867,105.8512295,2305:476953.500,28:55.5
6451,21.0086185,105.8512325,2305:476953.550,28:55.5
6452,21.00861867,105.8512355,2305:476953.600,28:55.6
6453,21.00861867,105.8512385,2305:476953.650,28:55.6
6454,21.00861867,105.8512415,2305:476953.700,28:55.7
6455,21.00861867,105.8512445,2305:476953.750,28:55.7
6456,21.0086185,105.8512477,2305:476953.800,28:55.8
6457,21.0086185,105.8512507,2305:476953.850,28:55.8
6458,21.00861867,105.8512537,2305:476953.900,28:55.9
6459,21.0086185,105.851257,2305:476953.950,28:55.9
6460,21.0086185,105.85126,2305:476954.000,28:56.0
6461,21.0086185,105.8512632,2305:476954.050,28:56.0
6462,21.0086185,105.8512662,2305:476954.100,28:56.1
6463,21.0086185,105.8512693,2305:476954.150,28:56.1
6464,21.00861833,105.8512727,2305:476954.200,28:56.2
6465,21.00861833,105.8512758,2305:476954.250,28:56.2
6466,21.00861833,105.8512788,2305:476954.300,28:56.3
6467,21.00861833,105.8512822,2305:476954.350,28:56.3
6468,21.00861833,105.8512853,2305:476954.400,28:56.4
6469,21.00861833,105.8512887,2305:476954.450,28:56.4
6470,21.00861833,105.8512918,2305:476954.500,28:56.5
6471,21.00861833,105.8512952,2305:476954.550,28:56.5
6472,21.00861833,105.8512985,2305:476954.600,28:56.6
6473,21.00861833,105.8513017,2305:476954.650,28:56.6
6474,21.00861833,105.8513048,2305:476954.700,28:56.7
6475,21.00861817,105.8513083,2305:476954.750,28:56.7
6476,21.00861817,105.8513117,2305:476954.800,28:56.8
6477,21.00861817,105.851315,2305:476954.850,28:56.8
6478,21.00861817,105.8513183,2305:476954.900,28:56.9
6479,21.00861833,105.8513217,2305:476954.950,28:56.9
6480,21.00861817,105.8513252,2305:476955.000,28:57.0
6481,21.00861817,105.8513285,2305:476955.050,28:57.1
6482,21.00861817,105.851332,2305:476955.100,28:57.1
6483,21.00861833,105.8513353,2305:476955.150,28:57.1
6484,21.00861833,105.8513388,2305:476955.200,28:57.2
6485,21.00861817,105.8513425,2305:476955.250,28:57.2
6486,21.00861817,105.8513458,2305:476955.300,28:57.3
6487,21.00861817,105.8513493,2305:476955.350,28:57.3
6488,21.008618,105.8513528,2305:476955.400,28:57.4
6489,21.008618,105.8513565,2305:476955.450,28:57.4
6490,21.00861783,105.85136,2305:476955.500,28:57.5
6491,21.00861783,105.8513635,2305:476955.550,28:57.5
