Error (km)
0.6076568448743902
0.6081543327918884
0.6074263480112085
0.6060787296601732
0.6047474160442531
0.6037693282860822
0.6031037864743216
0.602654711807271
0.602343964451079
0.6024097465161463
0.6031130559793048
0.6039673249199503
0.6044057533185018
0.6046052444384741
0.6046511856061556
0.6043141699245014
0.6037328348085513
0.6036239783161936
0.6040509226537112
0.6045142970485577
0.6047755591972334
0.6048929124607934
0.6054561707774542
0.6067606165088667
0.6075677395501805
0.6073015334151713
0.6074444049467406
0.6087002967861935
0.6102463384238686
0.6118528049866108
0.6138274089458087
0.6166672003706597
0.6207667186356924
0.6255750151142269
0.6305518950133331
0.6357778356661372
0.6409978525578706
0.6449686068707773
0.6483228679238562
0.6536125797178504
0.6600563969264853
0.6648961442580398
0.6681400688551024
0.671009925737734
0.6742935280043705
0.6762125718961087
0.6684375285373446
0.658077962279662
0.6801432365278681
0.7349639733202347
0.7658400753245157
0.7645863122325373
0.7661901788317153
0.7759511078729002
0.7867454193150185
0.7963967406019338
0.8046561239638874
0.8126026397351863
0.8203654349390774
0.8263185934350271
0.8307804216710444
0.8359900984157608
0.8427220191514411
0.8496153469318735
0.8549096824403305
0.857412382065173
0.8609520519815935
0.8675241795301458
0.8722027037077261
0.8737183883792307
0.8774682820686658
0.8832562388206425
0.885810971448423
0.8872788840747988
0.8931653329608338
0.8997067089239048
0.9024145840443955
0.9034001184686276
0.9051947351226121
0.9080246146882135
0.9114937569159108
0.9147338848562567
0.9174714447056677
0.9200764969835993
0.9234191674411419
0.9283420120154842
0.9339489381573496
0.9389331823593725
0.9426383342135052
0.9453640055328925
0.9490033349954732
0.9540709876527074
0.9593559255165379
0.9642579994184669
0.9689512724954827
0.9744764108258562
0.9817886127388546
0.9892223763289041
0.9951997437263274
1.001049527728351
1.0079028520363953
1.015792348753645
1.0241705786393118
1.0320509669730886
1.0399463315999484
1.049305955735001
1.0591763155605627
1.067967676379913
1.076019416683916
1.0839904769742486
1.0919910972852853
1.0995229450189694
1.1052824372980954
1.1097665115920043
1.1152018573361258
1.1216580831626646
1.1280128495026915
1.1351548095446002
1.1440233764749987
1.1531794712025034
1.161231984266928
1.1683090365523536
1.175122383576431
1.182884218180171
1.1913973587171736
1.1990834711705696
1.206665066670249
1.2158603886409163
1.2260809266717023
1.236050139837997
1.2460963080687237
1.2566084400804929
1.267335219330559
1.2779687564814528
1.2882140705415788
1.2976543113314456
1.3058205515479058
1.313281491542634
1.3210838658198298
1.3292153867260832
1.3369333207351328
1.3428280086970146
1.3462821650959629
1.3488301638645104
1.3520253996695413
1.3568785248579591
1.363012142757591
1.368705390778663
1.3730581881465331
1.3757397243336578
1.3776346982161578
1.3796430255838021
1.3817088456840068
1.3836323607587657
1.385678033330109
1.3882358322085615
1.391542054134211
1.3954743060391868
1.399978580317395
1.40606782568487
1.4146783505702496
1.42289172991583
1.4277223325183903
1.4320362299994864
1.4375478276584182
1.4416215555254195
1.4434176762492021
1.4445873932377324
1.447106040473713
1.4522029491674115
1.4545346033045112
1.4511271722681083
1.4631385580180971
1.503926335916412
1.5406977391813932
1.5512090647146874
1.5557116061835556
1.5641720400207588
1.5704883254047826
1.5734801959884268
1.5755651723899422
1.5775692510993569
1.5795955710528933
1.5817154738851718
